,index,md5hash,fitzpatrick,label,nine_partition_label,three_partition_label,qc,url,url_alphanum,low,mid,high,hasher,image_path
303,303,2753aae451d232c73026a18fa18d9a64,2,striae,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/striae-distensae/striae-distensae17.jpg,httpwwwdermaamincomsiteimagesclinicalpicsstriaedistensaestriaedistensae17jpg.jpg,101,4,2,2753aae451d232c73026a18fa18d9a64,https://www.dermaamin.com/site/images/clinical-pic/s/striae-distensae/striae-distensae17.jpg
11457,11458,21406d2d0c82283a6c25d4cdcc352523,3,dariers disease,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/addison_disease/addison_disease3.jpg,httpwwwdermaamincomsiteimagesclinicalpicaaddisondiseaseaddisondisease3jpg.jpg,15,3,2,21406d2d0c82283a6c25d4cdcc352523,https://www.dermaamin.com/site/images/clinical-pic/a/addison_disease/addison_disease3.jpg
16270,15378,966ee4e919b56e4275755f9ec9cfc676,4,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=655,httpwwwatlasdermatologicocombrimgimageId655.jpg,8,7,1,966ee4e919b56e4275755f9ec9cfc676,http://atlasdermatologico.com.br/img?imageId=655
882,882,22c44b647b4b1d9a110cb159b1674183,4,becker nevus,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/b/beckers_nevus/beckers_nevus30.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbeckersnevusbeckersnevus30jpg.jpg,10,0,0,22c44b647b4b1d9a110cb159b1674183,https://www.dermaamin.com/site/images/clinical-pic/b/beckers_nevus/beckers_nevus30.jpg
16238,15273,56a56bab440691729c74b779864dc1c9,5,behcets disease,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=764,httpwwwatlasdermatologicocombrimgimageId764.jpg,11,4,2,56a56bab440691729c74b779864dc1c9,http://atlasdermatologico.com.br/img?imageId=764
6559,6560,748581e33f9d92181d0a10c330dc330d,3,photodermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis65.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis65jpg.jpg,75,4,2,748581e33f9d92181d0a10c330dc330d,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis65.jpg
3329,3330,acc5c7d22fb46617a7092334d9ce14ac,4,scabies,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies85.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscabiesscabies85jpg.jpg,92,4,2,acc5c7d22fb46617a7092334d9ce14ac,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies85.jpg
11410,11411,7dabc981c070ef3b157483cc74c78d1a,4,actinic keratosis,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses81.jpg,httpwwwdermaamincomsiteimagesclinicalpicaactinickeratosesactinickeratoses81jpg.jpg,5,7,1,7dabc981c070ef3b157483cc74c78d1a,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses81.jpg
5654,5655,3085ec0525b35734abe4dc779d5f0230,2,dermatomyositis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis133.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatomyositisdermatomyositis133jpg.jpg,17,4,2,3085ec0525b35734abe4dc779d5f0230,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis133.jpg
13750,4558,b1ba947f24bbe9e27ecfdc0aba119981,3,lichen planus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3743,httpwwwatlasdermatologicocombrimgimageId3743.jpg,48,4,2,b1ba947f24bbe9e27ecfdc0aba119981,http://atlasdermatologico.com.br/img?imageId=3743
13596,3920,48dcccaa24dc3a215088aad2a9108a15,6,lichen planus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3932,httpwwwatlasdermatologicocombrimgimageId3932.jpg,48,4,2,48dcccaa24dc3a215088aad2a9108a15,http://atlasdermatologico.com.br/img?imageId=3932
15845,13540,d1d2d9e42d383826928e9a0b4b4da308,6,stasis edema,inflammatory,non-neoplastic,1 Diagnostic,http://atlasdermatologico.com.br/img?imageId=6863,httpwwwatlasdermatologicocombrimgimageId6863.jpg,99,4,2,d1d2d9e42d383826928e9a0b4b4da308,http://atlasdermatologico.com.br/img?imageId=6863
6409,6410,6a9c5bcdbc9c64bf1ea0b0b317430251,2,lyme disease,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erytrasma/erytrasma18.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerytrasmaerytrasma18jpg.jpg,53,4,2,6a9c5bcdbc9c64bf1ea0b0b317430251,https://www.dermaamin.com/site/images/clinical-pic/e/erytrasma/erytrasma18.jpg
9295,9296,3d7155287bf2e6845b227ba9cbf6d0de,6,prurigo nodularis,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis110.jpg,httpwwwdermaamincomsiteimagesclinicalpicpprurigonodularisprurigonodularis110jpg.jpg,85,1,0,3d7155287bf2e6845b227ba9cbf6d0de,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis110.jpg
13681,4309,31101499ce05d4685f06fe3267e50c20,4,porokeratosis actinic,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=5904,httpwwwatlasdermatologicocombrimgimageId5904.jpg,81,1,0,31101499ce05d4685f06fe3267e50c20,http://atlasdermatologico.com.br/img?imageId=5904
3564,3565,296bb17c60f7d408b4f37ed56856a930,4,hailey hailey disease,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/h/hailey_hailey_disease/hailey_hailey_disease60.jpg,httpwwwdermaamincomsiteimagesclinicalpichhaileyhaileydiseasehaileyhaileydisease60jpg.jpg,36,3,2,296bb17c60f7d408b4f37ed56856a930,https://www.dermaamin.com/site/images/clinical-pic/h/hailey_hailey_disease/hailey_hailey_disease60.jpg
2036,2037,aba082609e966daf665ccfbb264c226f,6,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/e/erythroplasia_of_queyrat/erythroplasia_of_queyrat10.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythroplasiaofqueyraterythroplasiaofqueyrat10jpg.jpg,98,7,1,aba082609e966daf665ccfbb264c226f,https://www.dermaamin.com/site/images/clinical-pic/e/erythroplasia_of_queyrat/erythroplasia_of_queyrat10.jpg
8335,8336,f21f7b5ec113e2fb4e705e550e918077,4,nevus sebaceous of jadassohn,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn10.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevussebaceousofjadassohnnevussebaceousofjadassohn10jpg.jpg,70,1,0,f21f7b5ec113e2fb4e705e550e918077,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn10.jpg
7144,7145,1bc0afd6861537c1fea4f67cb3d89742,3,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis94.jpg,httpwwwdermaamincomsiteimagesclinicalpicaallergiccontactdermatitisallergiccontactdermatitis94jpg.jpg,6,4,2,1bc0afd6861537c1fea4f67cb3d89742,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis94.jpg
630,630,1e78dd4694ea86cfe05ffd344f68c14c,3,lichen planus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus_actinic/lichen_planus_actinic15.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenplanusactiniclichenplanusactinic15jpg.jpg,48,4,2,1e78dd4694ea86cfe05ffd344f68c14c,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus_actinic/lichen_planus_actinic15.jpg
5952,5953,f85fe2ce6f870adfb8da528ac5de09f1,3,rosacea,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/r/rosacea/rosacea47.jpg,httpwwwdermaamincomsiteimagesclinicalpicrrosacearosacea47jpg.jpg,90,4,2,f85fe2ce6f870adfb8da528ac5de09f1,https://www.dermaamin.com/site/images/clinical-pic/r/rosacea/rosacea47.jpg
4073,4074,d340f64a533f1be3a5c8d0fc9e621472,1,malignant melanoma,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/m/malignant-melanoma/malignant-melanoma19.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmalignantmelanomamalignantmelanoma19jpg.jpg,55,8,1,d340f64a533f1be3a5c8d0fc9e621472,https://www.dermaamin.com/site/images/clinical-pic/m/malignant-melanoma/malignant-melanoma19.jpg
8932,8933,4c57a9eec4b544ae4dae4a56a6d9f8cf,1,malignant melanoma,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/m/malignant-melanoma/malignant-melanoma33.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmalignantmelanomamalignantmelanoma33jpg.jpg,55,8,1,4c57a9eec4b544ae4dae4a56a6d9f8cf,https://www.dermaamin.com/site/images/clinical-pic/m/malignant-melanoma/malignant-melanoma33.jpg
13195,2191,e69b88d302e3740a3f1ff5703055f204,-1,langerhans cell histiocytosis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3137,httpwwwatlasdermatologicocombrimgimageId3137.jpg,45,4,2,e69b88d302e3740a3f1ff5703055f204,http://atlasdermatologico.com.br/img?imageId=3137
168,168,45005e10b9ecc6241aa723a8c33086ed,1,lentigo maligna,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna81.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlentigomalignalentigomaligna81jpg.jpg,46,8,1,45005e10b9ecc6241aa723a8c33086ed,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna81.jpg
14228,6725,656ddb7b047d27f2028fd0ed3a182256,3,pediculosis lids,inflammatory,non-neoplastic,1 Diagnostic,http://atlasdermatologico.com.br/img?imageId=5213,httpwwwatlasdermatologicocombrimgimageId5213.jpg,73,4,2,656ddb7b047d27f2028fd0ed3a182256,http://atlasdermatologico.com.br/img?imageId=5213
9206,9207,bb50db007a517645b895d1dde3b3714f,2,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/I/irritant-contact-dermatitis/irritant-contact-dermatitis19.jpg,httpwwwdermaamincomsiteimagesclinicalpicIirritantcontactdermatitisirritantcontactdermatitis19jpg.jpg,6,4,2,bb50db007a517645b895d1dde3b3714f,https://www.dermaamin.com/site/images/clinical-pic/I/irritant-contact-dermatitis/irritant-contact-dermatitis19.jpg
12159,12161,2ca8c244645e68822aff130f260f4f40,-1,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/r/rhus_dermatitis/rhus_dermatitis1.jpg,httpwwwdermaamincomsiteimagesclinicalpicrrhusdermatitisrhusdermatitis1jpg.jpg,6,4,2,2ca8c244645e68822aff130f260f4f40,https://www.dermaamin.com/site/images/clinical-pic/r/rhus_dermatitis/rhus_dermatitis1.jpg
7574,7575,e02d985c2fd40bf343fca2be6e6d555b,2,nevocytic nevus,benign melanocyte,benign,,https://www.dermaamin.com/site/images/clinical-pic/n/nevocyticn-nevus/nevocyticn-nevus48.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevocyticnnevusnevocyticnnevus48jpg.jpg,69,2,0,e02d985c2fd40bf343fca2be6e6d555b,https://www.dermaamin.com/site/images/clinical-pic/n/nevocyticn-nevus/nevocyticn-nevus48.jpg
5444,5445,f9f970822aa86ee35bdfc12b7429e2ce,1,lyme disease,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythem_achronicum_migrans/erythem_achronicum_migrans39.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemachronicummigranserythemachronicummigrans39jpg.jpg,53,4,2,f9f970822aa86ee35bdfc12b7429e2ce,https://www.dermaamin.com/site/images/clinical-pic/e/erythem_achronicum_migrans/erythem_achronicum_migrans39.jpg
15889,13733,d7d7980b1fd4fbaf3e14ecfd48c98bdf,2,actinic keratosis,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=3073,httpwwwatlasdermatologicocombrimgimageId3073.jpg,5,7,1,d7d7980b1fd4fbaf3e14ecfd48c98bdf,http://atlasdermatologico.com.br/img?imageId=3073
13659,4195,afc4bdb0cdefbdb03a1335a89ebe49c6,4,kaposi sarcoma,malignant dermal,malignant,,http://atlasdermatologico.com.br/img?imageId=2930,httpwwwatlasdermatologicocombrimgimageId2930.jpg,42,6,1,afc4bdb0cdefbdb03a1335a89ebe49c6,http://atlasdermatologico.com.br/img?imageId=2930
2737,2738,d4745bc61322c928977409d3be613566,3,dermatofibroma,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma45.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma45jpg.jpg,16,0,0,d4745bc61322c928977409d3be613566,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma45.jpg
12349,12352,b4012a63aaf2daf075784cab2a0d1766,1,epidermolysis bullosa,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa10.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa10jpg.jpg,25,3,2,b4012a63aaf2daf075784cab2a0d1766,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa10.jpg
11045,11046,5e82dddc6e1f2a2f980ec40b064313d7,5,xeroderma pigmentosum,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/X/xeroderma-pigmentosum/xeroderma-pigmentosum50.jpg,httpwwwdermaamincomsiteimagesclinicalpicXxerodermapigmentosumxerodermapigmentosum50jpg.jpg,113,3,2,5e82dddc6e1f2a2f980ec40b064313d7,https://www.dermaamin.com/site/images/clinical-pic/X/xeroderma-pigmentosum/xeroderma-pigmentosum50.jpg
10353,10354,354c8b92e7ef135b0eb40e8d196a7bdb,2,neurofibromatosis,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/neurofibromatosis-von-reckling-hausen-syndrome/neurofibromatosis-von-reckling-hausen-syndrome49.jpg,httpwwwdermaamincomsiteimagesclinicalpicnneurofibromatosisvonrecklinghausensyndromeneurofibromatosisvonrecklinghausensyndrome49jpg.jpg,66,3,2,354c8b92e7ef135b0eb40e8d196a7bdb,https://www.dermaamin.com/site/images/clinical-pic/n/neurofibromatosis-von-reckling-hausen-syndrome/neurofibromatosis-von-reckling-hausen-syndrome49.jpg
3992,3993,abd3e1393bf969a1329b12ff83e5f85d,3,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma38.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratoacanthomakeratoacanthoma38jpg.jpg,98,7,1,abd3e1393bf969a1329b12ff83e5f85d,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma38.jpg
1209,1209,219304481c923a77216a54993ae06a44,2,eczema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema106.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeczemaeczema106jpg.jpg,22,4,2,219304481c923a77216a54993ae06a44,https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema106.jpg
1712,1712,4a73e80e95c2b4a4ddc1479384c14b6c,3,lupus erythematosus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus_chronicus_discoides/lupus_erythematosus_chronicus_discoides10.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlupuserythematosuschronicusdiscoideslupuserythematosuschronicusdiscoides10jpg.jpg,51,4,2,4a73e80e95c2b4a4ddc1479384c14b6c,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus_chronicus_discoides/lupus_erythematosus_chronicus_discoides10.jpg
8067,8068,de6e77794b9d6b4633d45a6454e66cb2,6,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma74.jpg,httpwwwdermaamincomsiteimagesclinicalpicssquamouscellcarcinomasquamouscellcarcinoma74jpg.jpg,98,7,1,de6e77794b9d6b4633d45a6454e66cb2,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma74.jpg
7136,7137,51f3037f68504d152874f31b029b8138,-1,folliculitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/perifolliculitis/perifolliculitis2.jpg,httpwwwdermaamincomsiteimagesclinicalpicpperifolliculitisperifolliculitis2jpg.jpg,32,4,2,51f3037f68504d152874f31b029b8138,https://www.dermaamin.com/site/images/clinical-pic/p/perifolliculitis/perifolliculitis2.jpg
13104,1776,9b470afe41438bbf127bcff35591a461,1,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=564,httpwwwatlasdermatologicocombrimgimageId564.jpg,8,7,1,9b470afe41438bbf127bcff35591a461,http://atlasdermatologico.com.br/img?imageId=564
1979,1980,7c0c38d711674f5315131af812bbdefa,2,calcinosis cutis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/c/calcinosis_cutis/calcinosis_cutis37.jpg,httpwwwdermaamincomsiteimagesclinicalpicccalcinosiscutiscalcinosiscutis37jpg.jpg,12,4,2,7c0c38d711674f5315131af812bbdefa,https://www.dermaamin.com/site/images/clinical-pic/c/calcinosis_cutis/calcinosis_cutis37.jpg
14186,6558,3155598be5423d0fd5c044cf31820633,5,lichen planus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3783,httpwwwatlasdermatologicocombrimgimageId3783.jpg,48,4,2,3155598be5423d0fd5c044cf31820633,http://atlasdermatologico.com.br/img?imageId=3783
14687,8664,8074a21e8efba07d91c1d202540bebf1,4,drug induced pigmentary changes,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=2743,httpwwwatlasdermatologicocombrimgimageId2743.jpg,20,4,2,8074a21e8efba07d91c1d202540bebf1,http://atlasdermatologico.com.br/img?imageId=2743
13744,4542,96004967206f290b58a07554103b46df,2,mycosis fungoides,malignant cutaneous lymphoma,malignant,,http://atlasdermatologico.com.br/img?imageId=4588,httpwwwatlasdermatologicocombrimgimageId4588.jpg,60,5,1,96004967206f290b58a07554103b46df,http://atlasdermatologico.com.br/img?imageId=4588
10427,10428,17f7264726654906b35da7baa43ce5f5,1,nevus sebaceous of jadassohn,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn4.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevussebaceousofjadassohnnevussebaceousofjadassohn4jpg.jpg,70,1,0,17f7264726654906b35da7baa43ce5f5,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn4.jpg
14239,6763,7cd58d112f623644c0914d53b1e99d5c,2,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=630,httpwwwatlasdermatologicocombrimgimageId630.jpg,8,7,1,7cd58d112f623644c0914d53b1e99d5c,http://atlasdermatologico.com.br/img?imageId=630
49,49,2b6ea0581d59b23e033bf2059c2ae6af,3,actinic keratosis,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses26.jpg,httpwwwdermaamincomsiteimagesclinicalpicaactinickeratosesactinickeratoses26jpg.jpg,5,7,1,2b6ea0581d59b23e033bf2059c2ae6af,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses26.jpg
9034,9035,0029e2c6502b985e4004ebaa523fde7d,2,neurotic excoriations,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/neurotic-excoriations/neurotic-excoriations21.jpg,httpwwwdermaamincomsiteimagesclinicalpicnneuroticexcoriationsneuroticexcoriations21jpg.jpg,67,4,2,0029e2c6502b985e4004ebaa523fde7d,https://www.dermaamin.com/site/images/clinical-pic/n/neurotic-excoriations/neurotic-excoriations21.jpg
2712,2713,367a54134237f20d04af184384b4ddb4,3,necrobiosis lipoidica,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/necrobiois-lipoidica-diabeticorum/necrobiois-lipoidica-diabeticorum98.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnecrobioislipoidicadiabeticorumnecrobioislipoidicadiabeticorum98jpg.jpg,63,4,2,367a54134237f20d04af184384b4ddb4,https://www.dermaamin.com/site/images/clinical-pic/n/necrobiois-lipoidica-diabeticorum/necrobiois-lipoidica-diabeticorum98.jpg
2677,2678,55a70aca571d3938147b4bdf723abffc,1,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris131.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris131jpg.jpg,2,4,2,55a70aca571d3938147b4bdf723abffc,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris131.jpg
10169,10170,8ce854dc48ffc77d11a7de590617614e,2,drug eruption,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption28.jpg,httpwwwdermaamincomsiteimagesclinicalpicddrugeruptiondrugeruption28jpg.jpg,19,4,2,8ce854dc48ffc77d11a7de590617614e,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption28.jpg
